User_ID,Device_Type,Location,Auth_Method,Subscription_Plan,Subscription_Type,Subscription_Price,Subscription_Start_Date,Tickets_Raised,Previous_Feedback,Active_Status
USER_0610,Laptop,Innovation_Park_Gate,Captive Portal,Basic,Yearly,9.99,2024-07-07 22:04:17.441232,0,Good,Active
USER_0611,Smartphone,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2024-10-19 22:04:17.441232,0,Average,Active
USER_0612,Tablet,Metro_Station_Exit,Captive Portal,Free,N/A,0.0,2025-09-10 22:04:17.441232,0,Awesome,Active
USER_0613,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Yearly,9.99,2025-02-11 22:04:17.441232,1,Good,Active
USER_0614,Smartphone,Central_Park_Bench,Captive Portal,Family,Monthly,29.99,2024-12-29 22:04:17.441232,0,Good,Inactive
USER_0615,Smart TV,Metro_Station_Exit,OTP Verification,Premium,Yearly,19.99,2026-06-14 22:04:17.441232,0,Good,Active
USER_0616,Smart TV,Innovation_Park_Gate,WPA2-Enterprise,Basic,Monthly,9.99,2025-12-14 22:04:17.441232,0,Good,Active
USER_0617,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Premium,Monthly,19.99,2025-10-20 22:04:17.441232,1,Average,Inactive
USER_0618,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-08-22 22:04:17.441232,0,Awesome,Inactive
USER_0619,Tablet,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-01-23 22:04:17.441232,2,Average,Active
USER_0620,Laptop,City_Library_Zone,WPA2-Enterprise,Family,Monthly,29.99,2025-03-14 22:04:17.441232,0,Awesome,Active
USER_0621,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2024-11-03 22:04:17.441232,7,Leave to other provider,Inactive
USER_0622,Smartphone,Metro_Station_Exit,Social Login,Family,Yearly,29.99,2025-10-12 22:04:17.441232,8,Leave to other provider,Inactive
USER_0623,Smartphone,Food_Court_WiFi,Captive Portal,Free,N/A,0.0,2024-11-15 22:04:17.441232,5,Leave to other provider,Inactive
USER_0624,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Family,Monthly,29.99,2025-10-20 22:04:17.441232,0,Awesome,Active
USER_0625,Laptop,Metro_Station_Exit,OTP Verification,Premium,Monthly,19.99,2026-05-16 22:04:17.441232,0,Awesome,Active
USER_0626,Smartphone,Central_Park_Bench,WPA2-Enterprise,Premium,Yearly,19.99,2025-12-27 22:04:17.441232,0,Good,Inactive
USER_0627,Smartphone,Main_Square_WiFi,OTP Verification,Premium,Monthly,19.99,2026-01-25 22:04:17.441232,0,Awesome,Inactive
USER_0628,Laptop,CoWorking_Space_A,WPA2-Enterprise,Family,Monthly,29.99,2026-03-03 22:04:17.441232,0,Good,Active
USER_0629,Smartphone,Main_Square_WiFi,Social Login,Premium,Monthly,19.99,2025-05-22 22:04:17.441232,0,Good,Active
USER_0630,Smartphone,Metro_Station_Exit,Captive Portal,Premium,Yearly,19.99,2025-09-28 22:04:17.441232,0,Awesome,Active
USER_0631,Laptop,City_Library_Zone,Social Login,Business,Yearly,49.99,2026-03-21 22:04:17.441232,0,Good,Inactive
USER_0632,Smart TV,CoWorking_Space_A,OTP Verification,Family,Monthly,29.99,2025-11-30 22:04:17.441232,0,Good,Active
USER_0633,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Basic,Monthly,9.99,2025-09-11 22:04:17.441232,4,Poor,Inactive
USER_0634,Laptop,Main_Square_WiFi,OTP Verification,Premium,Monthly,19.99,2026-01-14 22:04:17.441232,1,Average,Active
USER_0635,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Basic,Yearly,9.99,2025-10-01 22:04:17.441232,0,Good,Active
USER_0636,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-12-11 22:04:17.441232,5,Leave to other provider,Inactive
USER_0637,Laptop,CoWorking_Space_A,WPA2-Enterprise,Premium,Monthly,19.99,2025-10-31 22:04:17.441232,0,Awesome,Active
USER_0638,Smartphone,Gym_Lobby,Captive Portal,Business,Monthly,49.99,2025-10-05 22:04:17.441232,0,Awesome,Active
USER_0639,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Business,Yearly,49.99,2025-03-24 22:04:17.441232,0,Good,Inactive
USER_0640,Smartphone,Main_Square_WiFi,Captive Portal,Basic,Monthly,9.99,2025-03-12 22:04:17.441232,0,Good,Inactive
USER_0641,Smartphone,Innovation_Park_Gate,Captive Portal,Basic,Monthly,9.99,2026-04-15 22:04:17.441232,6,Poor,Inactive
USER_0642,Smartphone,Innovation_Park_Gate,Social Login,Free,N/A,0.0,2025-04-11 22:04:17.441232,5,Poor,Active
USER_0643,Smartphone,TechHub_Cafe,Social Login,Business,Monthly,49.99,2025-12-17 22:04:17.441232,0,Awesome,Active
USER_0644,Smartphone,Main_Square_WiFi,Captive Portal,Business,Yearly,49.99,2025-11-10 22:04:17.441232,0,Average,Active
USER_0645,Smartphone,Shopping_Mall_Entrance,WPA2-Enterprise,Premium,Monthly,19.99,2026-04-04 22:04:17.441232,2,Average,Active
USER_0646,Smart TV,Central_Park_Bench,WPA2-Enterprise,Family,Monthly,29.99,2025-03-03 22:04:17.441232,7,Leave to other provider,Inactive
USER_0647,Laptop,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2025-04-09 22:04:17.441232,0,Good,Inactive
USER_0648,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Premium,Monthly,19.99,2025-09-25 22:04:17.441232,0,Awesome,Active
USER_0649,Tablet,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2024-09-19 22:04:17.441232,1,Average,Active
USER_0650,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2026-07-02 22:04:17.441232,0,Awesome,Inactive
USER_0651,Smartphone,Gym_Lobby,OTP Verification,Premium,Monthly,19.99,2025-04-20 22:04:17.441232,3,Poor,Inactive
USER_0652,Laptop,TechHub_Cafe,Captive Portal,Premium,Yearly,19.99,2025-02-27 22:04:17.441232,1,Good,Active
USER_0653,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2025-04-06 22:04:17.441232,2,Average,Active
USER_0654,Laptop,Shopping_Mall_Entrance,Captive Portal,Business,Monthly,49.99,2025-06-10 22:04:17.441232,0,Awesome,Active
USER_0655,Smartphone,Gym_Lobby,WPA2-Enterprise,Free,N/A,0.0,2025-05-25 22:04:17.441232,6,Poor,Active
USER_0656,Smartphone,Main_Square_WiFi,Captive Portal,Basic,Monthly,9.99,2026-01-06 22:04:17.441232,0,Good,Active
USER_0657,Smartphone,Main_Square_WiFi,Captive Portal,Premium,Monthly,19.99,2024-09-22 22:04:17.441232,4,Poor,Inactive
USER_0658,Smartphone,Main_Square_WiFi,Captive Portal,Premium,Yearly,19.99,2024-11-20 22:04:17.441232,0,Awesome,Inactive
USER_0659,Laptop,City_Library_Zone,Captive Portal,Premium,Monthly,19.99,2024-12-03 22:04:17.441232,5,Poor,Inactive
USER_0660,Laptop,Food_Court_WiFi,OTP Verification,Free,N/A,0.0,2025-02-23 22:04:17.441232,3,Poor,Active
USER_0661,Smartphone,City_Library_Zone,Social Login,Free,N/A,0.0,2025-07-29 22:04:17.441232,1,Average,Active
USER_0662,IoT Device,TechHub_Cafe,Captive Portal,Premium,Monthly,19.99,2026-06-12 22:04:17.441232,0,Good,Active
USER_0663,Laptop,Gym_Lobby,Captive Portal,Premium,Monthly,19.99,2024-12-05 22:04:17.441232,0,Average,Active
USER_0664,Smartphone,Shopping_Mall_Entrance,Captive Portal,Free,N/A,0.0,2026-06-25 22:04:17.441232,6,Leave to other provider,Inactive
USER_0665,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2025-02-06 22:04:17.441232,0,Awesome,Active
USER_0666,Smartphone,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2024-09-05 22:04:17.441232,0,Awesome,Active
USER_0667,Smartphone,City_Library_Zone,WPA2-Enterprise,Premium,Monthly,19.99,2025-08-30 22:04:17.441232,1,Good,Active
USER_0668,Smartphone,Metro_Station_Exit,Captive Portal,Family,Yearly,29.99,2025-08-23 22:04:17.441232,2,Average,Active
USER_0669,Smartphone,City_Library_Zone,Captive Portal,Free,N/A,0.0,2025-06-05 22:04:17.441232,3,Poor,Active
USER_0670,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2026-01-08 22:04:17.441232,3,Poor,Inactive
USER_0671,Smartphone,Shopping_Mall_Entrance,OTP Verification,Family,Yearly,29.99,2025-10-22 22:04:17.441232,0,Average,Active
USER_0672,Smart TV,Central_Park_Bench,OTP Verification,Premium,Monthly,19.99,2025-08-31 22:04:17.441232,0,Awesome,Active
USER_0673,Smartphone,Shopping_Mall_Entrance,Social Login,Premium,Yearly,19.99,2024-09-03 22:04:17.441232,2,Average,Active
USER_0674,Laptop,Gym_Lobby,Captive Portal,Family,Monthly,29.99,2025-01-29 22:04:17.441232,0,Good,Inactive
USER_0675,Smartphone,Shopping_Mall_Entrance,Social Login,Family,Monthly,29.99,2025-09-05 22:04:17.441232,1,Good,Inactive
USER_0676,IoT Device,Central_Park_Bench,WPA2-Enterprise,Business,Monthly,49.99,2025-08-04 22:04:17.441232,0,Good,Active
USER_0677,Smartphone,Shopping_Mall_Entrance,Social Login,Basic,Monthly,9.99,2026-02-20 22:04:17.441232,7,Leave to other provider,Inactive
USER_0678,Smartphone,Gym_Lobby,WPA2-Enterprise,Basic,Monthly,9.99,2026-06-14 22:04:17.441232,0,Average,Active
USER_0679,IoT Device,Gym_Lobby,Social Login,Basic,Monthly,9.99,2024-07-22 22:04:17.441232,1,Average,Active
USER_0680,Smart TV,TechHub_Cafe,WPA2-Enterprise,Free,N/A,0.0,2026-02-11 22:04:17.441232,0,Good,Active
USER_0681,Tablet,Shopping_Mall_Entrance,Social Login,Premium,Monthly,19.99,2025-07-26 22:04:17.441232,0,Awesome,Active
USER_0682,Smartphone,Metro_Station_Exit,OTP Verification,Free,N/A,0.0,2025-11-02 22:04:17.441232,0,Awesome,Inactive
USER_0683,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Business,Monthly,49.99,2024-07-08 22:04:17.441232,0,Awesome,Inactive
USER_0684,Laptop,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2025-06-27 22:04:17.441232,1,Average,Active
USER_0685,Smart TV,Gym_Lobby,OTP Verification,Premium,Yearly,19.99,2025-05-03 22:04:17.441232,0,Average,Active
USER_0686,Laptop,CoWorking_Space_A,Captive Portal,Basic,Monthly,9.99,2025-08-05 22:04:17.441232,1,Good,Active
USER_0687,Laptop,Main_Square_WiFi,Social Login,Free,N/A,0.0,2025-09-04 22:04:17.441232,8,Leave to other provider,Inactive
USER_0688,Smartphone,Food_Court_WiFi,Captive Portal,Free,N/A,0.0,2026-01-04 22:04:17.441232,5,Leave to other provider,Inactive
USER_0689,Tablet,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2026-01-12 22:04:17.441232,2,Average,Active
USER_0690,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2026-03-11 22:04:17.441232,4,Poor,Active
USER_0691,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2025-02-12 22:04:17.441232,3,Poor,Active
USER_0692,Smartphone,CoWorking_Space_A,Social Login,Family,Monthly,29.99,2025-11-13 22:04:17.441232,0,Good,Active
USER_0693,Laptop,Main_Square_WiFi,WPA2-Enterprise,Family,Yearly,29.99,2025-02-11 22:04:17.441232,3,Poor,Active
USER_0694,Smartphone,Shopping_Mall_Entrance,Captive Portal,Premium,Monthly,19.99,2025-04-07 22:04:17.441232,1,Average,Active
USER_0695,Smartphone,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2025-09-21 22:04:17.441232,8,Leave to other provider,Inactive
USER_0696,Laptop,Food_Court_WiFi,Captive Portal,Family,Monthly,29.99,2025-11-11 22:04:17.441232,0,Awesome,Active
USER_0697,Smartphone,Innovation_Park_Gate,Social Login,Family,Yearly,29.99,2024-07-31 22:04:17.441232,3,Poor,Inactive
USER_0698,Laptop,Metro_Station_Exit,OTP Verification,Free,N/A,0.0,2025-08-04 22:04:17.441232,4,Poor,Active
USER_0699,Smartphone,TechHub_Cafe,Captive Portal,Premium,Monthly,19.99,2025-06-11 22:04:17.441232,1,Good,Active
USER_0700,Smartphone,CoWorking_Space_A,Social Login,Free,N/A,0.0,2026-05-17 22:04:17.441232,8,Leave to other provider,Inactive
USER_0701,Laptop,Innovation_Park_Gate,Social Login,Family,Monthly,29.99,2026-05-28 22:04:17.441232,0,Good,Active
USER_0702,Smartphone,TechHub_Cafe,Captive Portal,Business,Monthly,49.99,2025-08-20 22:04:17.441232,1,Good,Active
USER_0703,Smartphone,Food_Court_WiFi,OTP Verification,Free,N/A,0.0,2024-12-18 22:04:17.441232,4,Poor,Inactive
USER_0704,Smartphone,Metro_Station_Exit,WPA2-Enterprise,Family,Yearly,29.99,2025-10-23 22:04:17.441232,0,Awesome,Active
USER_0705,Smartphone,TechHub_Cafe,WPA2-Enterprise,Premium,Monthly,19.99,2024-11-09 22:04:17.441232,4,Poor,Inactive
USER_0706,IoT Device,City_Library_Zone,Social Login,Business,Monthly,49.99,2026-03-31 22:04:17.441232,1,Good,Inactive
USER_0707,Smartphone,Metro_Station_Exit,Captive Portal,Basic,Monthly,9.99,2025-12-30 22:04:17.441232,0,Awesome,Active
USER_0708,Tablet,CoWorking_Space_A,Social Login,Family,Monthly,29.99,2024-07-29 22:04:17.441232,0,Awesome,Active
USER_0709,Smartphone,Food_Court_WiFi,Social Login,Free,N/A,0.0,2025-08-09 22:04:17.441232,1,Average,Active
USER_0710,Laptop,Shopping_Mall_Entrance,WPA2-Enterprise,Basic,Monthly,9.99,2026-02-28 22:04:17.441232,0,Good,Active
USER_0711,Tablet,Central_Park_Bench,Social Login,Free,N/A,0.0,2026-01-30 22:04:17.441232,0,Good,Active
USER_0712,Laptop,Central_Park_Bench,Captive Portal,Business,Monthly,49.99,2026-05-11 22:04:17.441232,1,Good,Inactive
USER_0713,Smartphone,Central_Park_Bench,Captive Portal,Family,Monthly,29.99,2024-07-29 22:04:17.441232,8,Leave to other provider,Inactive
USER_0714,Smartphone,Innovation_Park_Gate,Captive Portal,Family,Yearly,29.99,2024-09-25 22:04:17.441232,0,Awesome,Active
USER_0715,Smartphone,CoWorking_Space_A,OTP Verification,Business,Yearly,49.99,2026-04-21 22:04:17.441232,0,Awesome,Active
USER_0716,Smart TV,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-09-13 22:04:17.441232,6,Leave to other provider,Inactive
USER_0717,Tablet,Metro_Station_Exit,Captive Portal,Basic,Monthly,9.99,2024-11-17 22:04:17.441232,0,Good,Inactive
USER_0718,IoT Device,Innovation_Park_Gate,Captive Portal,Free,N/A,0.0,2025-10-17 22:04:17.441232,6,Leave to other provider,Inactive
USER_0719,Smartphone,CoWorking_Space_A,Social Login,Free,N/A,0.0,2025-01-04 22:04:17.441232,0,Awesome,Active
USER_0720,Laptop,Shopping_Mall_Entrance,Captive Portal,Free,N/A,0.0,2024-08-22 22:04:17.441232,7,Leave to other provider,Inactive
USER_0721,IoT Device,City_Library_Zone,WPA2-Enterprise,Basic,Yearly,9.99,2025-03-25 22:04:17.441232,0,Average,Active
USER_0722,Smartphone,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-07-25 22:04:17.441232,8,Leave to other provider,Inactive
USER_0723,Smartphone,Central_Park_Bench,WPA2-Enterprise,Free,N/A,0.0,2025-06-02 22:04:17.441232,0,Good,Active
USER_0724,Laptop,TechHub_Cafe,Social Login,Free,N/A,0.0,2025-02-03 22:04:17.441232,0,Good,Active
USER_0725,Laptop,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-10-10 22:04:17.441232,3,Poor,Active
USER_0726,Tablet,Gym_Lobby,WPA2-Enterprise,Business,Monthly,49.99,2025-06-01 22:04:17.441232,0,Good,Active
USER_0727,Smartphone,CoWorking_Space_A,OTP Verification,Family,Monthly,29.99,2025-06-12 22:04:17.441232,0,Awesome,Active
USER_0728,Tablet,Main_Square_WiFi,WPA2-Enterprise,Business,Monthly,49.99,2025-07-25 22:04:17.441232,0,Awesome,Active
USER_0729,Smartphone,Shopping_Mall_Entrance,OTP Verification,Basic,Yearly,9.99,2025-04-12 22:04:17.441232,0,Awesome,Active
USER_0730,Smartphone,City_Library_Zone,Captive Portal,Free,N/A,0.0,2025-09-06 22:04:17.441232,1,Good,Active
USER_0731,Smartphone,Shopping_Mall_Entrance,Social Login,Family,Yearly,29.99,2025-03-17 22:04:17.441232,0,Average,Active
USER_0732,Tablet,Food_Court_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2024-09-23 22:04:17.441232,0,Good,Active
USER_0733,Laptop,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-10-26 22:04:17.441232,4,Poor,Active
USER_0734,Laptop,Gym_Lobby,Social Login,Free,N/A,0.0,2024-07-21 22:04:17.441232,0,Average,Inactive
USER_0735,Smartphone,Metro_Station_Exit,Social Login,Free,N/A,0.0,2026-01-05 22:04:17.441232,0,Awesome,Active
USER_0736,Smart TV,TechHub_Cafe,Social Login,Free,N/A,0.0,2024-08-24 22:04:17.441232,0,Awesome,Active
USER_0737,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Basic,Yearly,9.99,2025-06-25 22:04:17.441232,0,Average,Active
USER_0738,Tablet,CoWorking_Space_A,Social Login,Premium,Monthly,19.99,2025-02-16 22:04:17.441232,0,Good,Active
USER_0739,Smartphone,Central_Park_Bench,Social Login,Free,N/A,0.0,2026-04-28 22:04:17.441232,7,Leave to other provider,Inactive
USER_0740,Smartphone,Gym_Lobby,Captive Portal,Free,N/A,0.0,2024-09-10 22:04:17.441232,1,Average,Active
USER_0741,Smartphone,TechHub_Cafe,Social Login,Family,Yearly,29.99,2026-04-30 22:04:17.441232,0,Good,Active
USER_0742,Smartphone,City_Library_Zone,Social Login,Free,N/A,0.0,2024-08-12 22:04:17.441232,4,Poor,Inactive
USER_0743,Laptop,Central_Park_Bench,Captive Portal,Basic,Yearly,9.99,2024-08-02 22:04:17.441232,1,Good,Active
USER_0744,Laptop,Food_Court_WiFi,WPA2-Enterprise,Family,Monthly,29.99,2025-03-12 22:04:17.441232,0,Awesome,Active
USER_0745,Smartphone,Main_Square_WiFi,Captive Portal,Free,N/A,0.0,2025-01-22 22:04:17.441232,0,Awesome,Active
USER_0746,Smart TV,TechHub_Cafe,WPA2-Enterprise,Free,N/A,0.0,2024-07-22 22:04:17.441232,4,Poor,Inactive
USER_0747,Smartphone,Innovation_Park_Gate,Captive Portal,Basic,Yearly,9.99,2026-03-30 22:04:17.441232,0,Average,Active
USER_0748,Laptop,Metro_Station_Exit,Captive Portal,Basic,Monthly,9.99,2024-12-05 22:04:17.441232,0,Awesome,Active
USER_0749,Smart TV,Metro_Station_Exit,WPA2-Enterprise,Premium,Monthly,19.99,2025-03-03 22:04:17.441232,0,Awesome,Active
USER_0750,Laptop,Gym_Lobby,WPA2-Enterprise,Family,Monthly,29.99,2024-11-08 22:04:17.441232,0,Average,Active
USER_0751,Smartphone,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2025-10-29 22:04:17.441232,0,Awesome,Active
USER_0752,IoT Device,Gym_Lobby,Social Login,Premium,Monthly,19.99,2026-05-18 22:04:17.441232,6,Leave to other provider,Inactive
USER_0753,Laptop,Innovation_Park_Gate,OTP Verification,Basic,Yearly,9.99,2024-10-27 22:04:17.441232,1,Good,Active
USER_0754,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Free,N/A,0.0,2026-01-30 22:04:17.441232,3,Poor,Inactive
USER_0755,Smartphone,City_Library_Zone,OTP Verification,Premium,Monthly,19.99,2025-02-10 22:04:17.441232,5,Poor,Active
USER_0756,Tablet,Shopping_Mall_Entrance,Captive Portal,Free,N/A,0.0,2025-10-21 22:04:17.441232,3,Poor,Inactive
USER_0757,Laptop,CoWorking_Space_A,WPA2-Enterprise,Basic,Monthly,9.99,2026-06-18 22:04:17.441232,0,Good,Active
USER_0758,Laptop,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2025-03-21 22:04:17.441232,5,Poor,Inactive
USER_0759,Smart TV,City_Library_Zone,Captive Portal,Basic,Yearly,9.99,2025-07-14 22:04:17.441232,4,Poor,Inactive
USER_0760,Tablet,Innovation_Park_Gate,Social Login,Basic,Yearly,9.99,2024-12-20 22:04:17.441232,0,Good,Active
USER_0761,Smartphone,Food_Court_WiFi,Social Login,Family,Monthly,29.99,2026-03-14 22:04:17.441232,0,Good,Inactive
USER_0762,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2026-03-15 22:04:17.441232,0,Awesome,Active
USER_0763,Smartphone,City_Library_Zone,WPA2-Enterprise,Basic,Yearly,9.99,2024-10-27 22:04:17.441232,7,Leave to other provider,Inactive
USER_0764,Laptop,TechHub_Cafe,Captive Portal,Basic,Monthly,9.99,2024-12-16 22:04:17.441232,0,Awesome,Active
USER_0765,Smartphone,CoWorking_Space_A,WPA2-Enterprise,Premium,Yearly,19.99,2025-05-16 22:04:17.441232,0,Average,Inactive
USER_0766,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Premium,Monthly,19.99,2024-10-20 22:04:17.441232,6,Poor,Inactive
USER_0767,Tablet,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2026-02-14 22:04:17.441232,0,Good,Active
USER_0768,Smart TV,Main_Square_WiFi,Social Login,Family,Monthly,29.99,2024-07-28 22:04:17.441232,2,Average,Active
USER_0769,Smartphone,Gym_Lobby,OTP Verification,Family,Monthly,29.99,2025-05-17 22:04:17.441232,0,Good,Active
USER_0770,Tablet,City_Library_Zone,Captive Portal,Basic,Monthly,9.99,2026-02-11 22:04:17.441232,1,Good,Active
USER_0771,Smartphone,Shopping_Mall_Entrance,OTP Verification,Basic,Monthly,9.99,2026-05-26 22:04:17.441232,4,Poor,Inactive
USER_0772,Tablet,Main_Square_WiFi,WPA2-Enterprise,Family,Monthly,29.99,2025-07-21 22:04:17.441232,2,Average,Active
USER_0773,Smartphone,Metro_Station_Exit,Captive Portal,Business,Yearly,49.99,2025-08-12 22:04:17.441232,0,Awesome,Active
USER_0774,Smartphone,Central_Park_Bench,WPA2-Enterprise,Family,Monthly,29.99,2025-01-21 22:04:17.441232,0,Good,Active
USER_0775,Tablet,Food_Court_WiFi,Captive Portal,Basic,Monthly,9.99,2024-09-17 22:04:17.441232,0,Average,Active
USER_0776,Smartphone,Shopping_Mall_Entrance,OTP Verification,Free,N/A,0.0,2026-02-28 22:04:17.441232,6,Leave to other provider,Inactive
USER_0777,Smartphone,Central_Park_Bench,Captive Portal,Basic,Monthly,9.99,2026-06-09 22:04:17.441232,0,Good,Active
USER_0778,Laptop,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2026-04-05 22:04:17.441232,0,Good,Active
USER_0779,Laptop,TechHub_Cafe,Captive Portal,Basic,Yearly,9.99,2025-03-07 22:04:17.441232,1,Good,Active
USER_0780,Laptop,Gym_Lobby,WPA2-Enterprise,Basic,Yearly,9.99,2024-10-14 22:04:17.441232,6,Poor,Inactive
USER_0781,Laptop,Main_Square_WiFi,Social Login,Family,Monthly,29.99,2026-06-15 22:04:17.441232,0,Good,Active
USER_0782,Laptop,CoWorking_Space_A,Captive Portal,Basic,Monthly,9.99,2025-05-06 22:04:17.441232,2,Average,Active
USER_0783,Smartphone,Food_Court_WiFi,Captive Portal,Family,Yearly,29.99,2026-06-02 22:04:17.441232,1,Average,Active
USER_0784,Smartphone,CoWorking_Space_A,Captive Portal,Basic,Monthly,9.99,2026-03-08 22:04:17.441232,0,Good,Active
USER_0785,Smartphone,Gym_Lobby,Captive Portal,Basic,Yearly,9.99,2024-11-02 22:04:17.441232,0,Awesome,Active
USER_0786,Smart TV,City_Library_Zone,WPA2-Enterprise,Basic,Monthly,9.99,2026-02-01 22:04:17.441232,1,Good,Inactive
USER_0787,Laptop,Metro_Station_Exit,Captive Portal,Family,Yearly,29.99,2024-08-13 22:04:17.441232,1,Average,Active
USER_0788,Smartphone,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-06-22 22:04:17.441232,2,Average,Active
USER_0789,Smartphone,Gym_Lobby,Social Login,Free,N/A,0.0,2025-12-29 22:04:17.441232,0,Good,Active
USER_0790,IoT Device,Gym_Lobby,Social Login,Business,Monthly,49.99,2025-09-13 22:04:17.441232,5,Poor,Inactive
USER_0791,Smartphone,TechHub_Cafe,Social Login,Free,N/A,0.0,2026-05-10 22:04:17.441232,0,Good,Active
USER_0792,Laptop,Central_Park_Bench,Captive Portal,Premium,Monthly,19.99,2025-07-16 22:04:17.441232,5,Leave to other provider,Inactive
USER_0793,Laptop,Metro_Station_Exit,Captive Portal,Premium,Yearly,19.99,2024-09-10 22:04:17.441232,0,Good,Active
USER_0794,Laptop,Main_Square_WiFi,WPA2-Enterprise,Basic,Monthly,9.99,2025-12-02 22:04:17.441232,2,Average,Active
USER_0795,Smartphone,City_Library_Zone,Social Login,Premium,Monthly,19.99,2026-04-26 22:04:17.441232,6,Poor,Inactive
USER_0796,Smart TV,City_Library_Zone,WPA2-Enterprise,Free,N/A,0.0,2025-06-16 22:04:17.441232,5,Poor,Active
USER_0797,IoT Device,Innovation_Park_Gate,Captive Portal,Premium,Monthly,19.99,2024-07-14 22:04:17.441232,0,Awesome,Active
USER_0798,Laptop,Gym_Lobby,WPA2-Enterprise,Basic,Monthly,9.99,2025-09-05 22:04:17.441232,7,Leave to other provider,Inactive
USER_0799,Laptop,Food_Court_WiFi,WPA2-Enterprise,Premium,Monthly,19.99,2025-11-15 22:04:17.441232,0,Average,Active
USER_0800,Smart TV,TechHub_Cafe,Captive Portal,Free,N/A,0.0,2024-10-18 22:04:17.441232,0,Average,Inactive
USER_0801,Laptop,Metro_Station_Exit,WPA2-Enterprise,Premium,Monthly,19.99,2025-09-18 22:04:17.441232,0,Awesome,Active
USER_0802,Smartphone,City_Library_Zone,Social Login,Free,N/A,0.0,2025-07-07 22:04:17.441232,0,Good,Active
USER_0803,Laptop,Main_Square_WiFi,WPA2-Enterprise,Free,N/A,0.0,2026-04-13 22:04:17.441232,0,Average,Inactive
USER_0804,Laptop,Innovation_Park_Gate,WPA2-Enterprise,Free,N/A,0.0,2025-10-15 22:04:17.441232,1,Average,Active
USER_0805,Smartphone,Main_Square_WiFi,Captive Portal,Free,N/A,0.0,2026-06-26 22:04:17.441232,1,Average,Active
USER_0806,Laptop,TechHub_Cafe,WPA2-Enterprise,Family,Monthly,29.99,2024-12-05 22:04:17.441232,0,Awesome,Active
USER_0807,IoT Device,Food_Court_WiFi,WPA2-Enterprise,Free,N/A,0.0,2025-09-20 22:04:17.441232,0,Average,Active
USER_0808,Smart TV,Innovation_Park_Gate,Social Login,Business,Monthly,49.99,2024-12-29 22:04:17.441232,0,Awesome,Active
USER_0809,Smartphone,Innovation_Park_Gate,WPA2-Enterprise,Business,Yearly,49.99,2025-12-18 22:04:17.441232,0,Awesome,Active
USER_0810,Smartphone,Central_Park_Bench,Social Login,Premium,Monthly,19.99,2026-04-29 22:04:17.441232,0,Good,Active
USER_0811,IoT Device,Metro_Station_Exit,WPA2-Enterprise,Free,N/A,0.0,2025-04-04 22:04:17.441232,0,Average,Active
